data_origin,seed,sample_size,series,lag,acf,pacf,approximate_95_percent_bound
synthetic_fixed_seed_not_usgs,170,1000,synthetic_ma1_theta_0_7,19,0.014624378099757243,0.03976130113751184,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_ma1_theta_0_7,20,0.014477567984652742,-0.023824215310928754,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,0,1.0,1.0,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,1,0.9924575288385372,0.9924575288385374,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,2,0.9852328563382594,0.01736151596758714,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,3,0.9780461110253456,-0.000672356805461255,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,4,0.970925962299003,0.0009145806117366462,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,5,0.9637249510550999,-0.008799499235563718,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,6,0.9569082673922554,0.02172006118477356,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,7,0.9501715105307866,0.0028901968511076434,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,8,0.9429550444289638,-0.03506623013573194,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,9,0.9357832355319784,-0.001778394837588452,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,10,0.9291540787733399,0.03222260109994996,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,11,0.9223115568377847,-0.015876285581399845,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,12,0.915815648466391,0.019769869538378906,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,13,0.9093876751957234,0.0007815403693045953,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,14,0.9025294228954983,-0.03257038083865199,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,15,0.8956365356950559,-0.003857635907272757,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,16,0.8887421560947499,-0.004461039423518363,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,17,0.8820168625057976,0.006014501664831582,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,18,0.8757591393980246,0.02992922242867147,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,19,0.8695646129203017,0.0005613726085621351,0.061980642139300234
synthetic_fixed_seed_not_usgs,170,1000,synthetic_random_walk,20,0.8629265585278675,-0.03419569820129935,0.061980642139300234
