lag_days,n,correlation,window_id,predictor,response,method,rain_definition,predictor_transformation,response_transformation,prewhitening_ar1_phi
18,2369,0.033844325493299354,middle_stable_2009_2016,mid_R,mid_P1,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
19,2368,-0.021393868175345516,middle_stable_2009_2016,mid_R,mid_P1,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
20,2367,-0.02512474920489407,middle_stable_2009_2016,mid_R,mid_P1,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
21,2364,0.0439557537112709,middle_stable_2009_2016,mid_R,mid_P1,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
22,2361,0.019876491835480212,middle_stable_2009_2016,mid_R,mid_P1,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
23,2359,0.014473120009518115,middle_stable_2009_2016,mid_R,mid_P1,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
24,2357,0.02319846891552921,middle_stable_2009_2016,mid_R,mid_P1,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
25,2355,0.06182585369849119,middle_stable_2009_2016,mid_R,mid_P1,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
26,2353,0.023591953591802228,middle_stable_2009_2016,mid_R,mid_P1,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
27,2351,-0.038940126657705215,middle_stable_2009_2016,mid_R,mid_P1,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
28,2349,-0.015099287643117305,middle_stable_2009_2016,mid_R,mid_P1,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
29,2347,0.015261305547399366,middle_stable_2009_2016,mid_R,mid_P1,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
30,2346,-0.0020112620773990587,middle_stable_2009_2016,mid_R,mid_P1,transformed,15_minute_interval_sum,daily_interval_sum,daily_first_difference,
0,2430,0.1647839719720778,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
1,2422,0.28621755466841864,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
2,2414,-0.1065351785407265,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
3,2406,-0.008515505092806288,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
4,2399,-0.01367665558196155,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
5,2393,-0.052098362727298404,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
6,2388,0.036924576389179155,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
7,2385,-0.035712294871587495,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
8,2382,0.024068457017958362,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
9,2380,-0.024176182831337586,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
10,2378,-0.008177252191865436,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
11,2376,-0.024768408793630865,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
12,2374,0.0016495273848724,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
13,2372,0.04616022066321857,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
14,2370,-0.024672057155096776,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
15,2368,-0.005947769983718718,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
16,2366,0.017140179396441663,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
17,2364,-0.02128243361438652,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
18,2362,0.04239778042518401,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
19,2360,-0.024172757969366993,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
20,2358,-0.04407577447714117,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
21,2356,0.05252020408386072,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
22,2354,0.0005047016729815227,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
23,2352,-0.001664238924194985,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
24,2350,-0.0014427408776433372,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
25,2348,0.050233681580388205,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
26,2346,0.009574490200439786,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
27,2344,-0.029795040881377334,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
28,2342,-0.00041717959084400274,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
29,2340,0.025676889318752102,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
30,2338,-0.013344315673222534,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,0.3878109567019985
0,2398,0.15121360621365407,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
1,2398,0.2727829019576664,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
2,2390,-0.10760619362173136,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
3,2382,-0.01698568523622246,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
4,2374,0.005172135781983358,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
5,2367,-0.056864150072339865,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
6,2361,0.04479847662223244,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
7,2356,-0.036813347749940536,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
8,2353,0.027219215978526563,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
9,2350,-0.022708356985926003,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
10,2348,-0.007763074258583435,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
11,2346,-0.02642267589460882,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
12,2344,0.006701873284501621,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
13,2342,0.029489952787089907,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
14,2341,-0.014870031184265522,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
15,2340,-0.005564271157408991,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
16,2339,0.0034305533704091767,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
17,2337,-0.026406069826593,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
18,2336,0.05261644517314304,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
19,2335,-0.027421479024501635,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
20,2334,-0.038580361518900055,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
21,2331,0.05540490136294939,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
22,2328,0.0009042139102928913,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
23,2325,0.0005730972532183467,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
24,2323,0.0002609980340263525,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
25,2321,0.0553926650700728,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
26,2319,0.014923939426674965,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
27,2317,-0.049950485384114555,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
28,2315,-0.006922175814851264,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
29,2314,0.026875413654810127,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
30,2313,-0.006944735904688205,middle_stable_2009_2016,mid_R,mid_P1,prewhitened,15_minute_interval_sum,daily_interval_sum,daily_first_difference,0.37658929352759324
0,2474,0.5881611374149609,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
1,2465,0.5832576369323191,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
2,2459,0.5792399219178396,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
3,2454,0.5748925302652703,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
4,2449,0.5702344626529241,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
5,2446,0.565282915966665,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
6,2443,0.5602629263930625,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
7,2441,0.5542862409538014,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
8,2439,0.5481881247009072,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
9,2437,0.5420314602905878,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
10,2435,0.5358158171314524,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
11,2433,0.5294769582275017,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
12,2431,0.5229342053665198,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
13,2429,0.5163516510255234,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
14,2427,0.5097442617531227,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
15,2425,0.5030590186158581,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
16,2423,0.4962844030912167,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
17,2421,0.4894682043553641,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
18,2419,0.4827371858036306,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
19,2417,0.47590492191288686,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
20,2415,0.46900246081293123,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
21,2413,0.4621328296684163,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
22,2411,0.4552778919129731,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
23,2409,0.4483758054037647,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
24,2407,0.44138134666101503,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
25,2405,0.43430052028607535,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
26,2403,0.42709772199465584,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
27,2401,0.41975708046330407,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
28,2399,0.4123398981319173,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
29,2397,0.40486106327095156,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
30,2395,0.3973720901756313,middle_stable_2009_2016,mid_R,mid_P2,naive_levels,published_cumulative,daily_cumulative_level,daily_level,
0,2440,0.16110410547638745,middle_stable_2009_2016,mid_R,mid_P2,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
1,2432,0.22437997552521483,middle_stable_2009_2016,mid_R,mid_P2,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
2,2424,0.14254451608137725,middle_stable_2009_2016,mid_R,mid_P2,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
3,2417,0.1507362963785284,middle_stable_2009_2016,mid_R,mid_P2,transformed,cumulative_daily_difference,daily_cumulative_difference,daily_first_difference,
